audit_title,physical_cell_id,stage_id,threshold_reference,available_capacity_fields,cycle_index_fields,last_above_cycle,first_at_or_below_cycle,censoring_class,audit_status,evidence_paths,impact,minimal_next_step
用户风险接受的候选数据审计,16,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/16. CYCLE_after_SOH80_1V@ 25°C #4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,17,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/17. 4.35V@ 25°C #1/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/17. 4.35V@ 25°C #1/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/17. 4.35V@ 25°C #1/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/17. 4.35V@ 25°C #1/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/17. 4.35V@ 25°C #1/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/17. 4.35V@ 25°C #1/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/17. 4.35V@ 25°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/17. 4.35V@ 25°C #1/1. CYC1-50_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/17. 4.35V@ 25°C #1/2. CYC51-100_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/17. 4.35V@ 25°C #1/3. CYC101-150_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/17. 4.35V@ 25°C #1/4. CYC151-205_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/17. 4.35V@ 25°C #1/5. CYC206-225_4.35V @25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,17,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/17. CYCLE_after_SOH80_4.35V@ 25°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,18,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/18. 4.35V@ 25°C #2/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/18. 4.35V@ 25°C #2/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/18. 4.35V@ 25°C #2/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/18. 4.35V@ 25°C #2/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/18. 4.35V@ 25°C #2/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/18. 4.35V@ 25°C #2/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/18. 4.35V@ 25°C #2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/18. 4.35V@ 25°C #2/1. CYC1-50_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/18. 4.35V@ 25°C #2/2. CYC51-100_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/18. 4.35V@ 25°C #2/3. CYC101-150_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/18. 4.35V@ 25°C #2/4. CYC151-205_4.35V@25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/18. 4.35V@ 25°C #2/5. CYC206-215_4.35V@25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,18,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/18. CYCLE_after_SOH80_4.35V@ 25°C #2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,19,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/19. 4.35V@ 25°C #3/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/19. 4.35V@ 25°C #3/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/19. 4.35V@ 25°C #3/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/19. 4.35V@ 25°C #3/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/19. 4.35V@ 25°C #3/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/19. 4.35V@ 25°C #3/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/19. 4.35V@ 25°C #3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/19. 4.35V@ 25°C #3/1. CYC1-50_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/19. 4.35V@ 25°C #3/2. CYC51-100_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/19. 4.35V@ 25°C #3/3. CYC101-150_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/19. 4.35V@ 25°C #3/4. CYC151-205_4.35V@25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/19. 4.35V@ 25°C #3/5. CYC206-220_4.35V @25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,19,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/19. CYCLE_after_SOH80_4.35V@ 25°C #3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,20,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/20. 4.35V@ 25°C #4/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/20. 4.35V@ 25°C #4/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/20. 4.35V@ 25°C #4/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/20. 4.35V@ 25°C #4/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/20. 4.35V@ 25°C #4/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/20. 4.35V@ 25°C #4/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/20. 4.35V@ 25°C #4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/20. 4.35V@ 25°C #4/1. CYC1-50_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/20. 4.35V@ 25°C #4/2. CYC51-100_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/20. 4.35V@ 25°C #4/3. CYC101-150_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/20. 4.35V@ 25°C #4/4. CYC151-205_4.35V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/20. 4.35V@ 25°C #4/5. CYC206-215_4.35V @25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,20,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/20. CYCLE_after_SOH80_4.35V@ 25°C #4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,21,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/21. 4.5V@ 25°C #1/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/21. 4.5V@ 25°C #1/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/21. 4.5V@ 25°C #1/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/21. 4.5V@ 25°C #1/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/21. 4.5V@ 25°C #1/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/21. 4.5V@ 25°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/21. 4.5V@ 25°C #1/1. CYC 1-50_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/21. 4.5V@ 25°C #1/2. CYC 51-100_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/21. 4.5V@ 25°C #1/3. CYC 101-115_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/21. 4.5V@ 25°C #1/4. CYC 115-130_4.5V @25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,21,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/21. CYCLE_after_SOH80_4.5V@ 25°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,22,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/22. 4.5V@ 25°C #2/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/22. 4.5V@ 25°C #2/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/22. 4.5V@ 25°C #2/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/22. 4.5V@ 25°C #2/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/22. 4.5V@ 25°C #2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/22. 4.5V@ 25°C #2/1. CYC1-50_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/22. 4.5V@ 25°C #2/2. CYC51-100_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/22. 4.5V@ 25°C #2/3. CYC101-130_4.5V @25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,22,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/22. CYCLE_after_SOH80_4.5V@ 25°C #2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,23,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/23. 4.5V@ 25°C #3/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/23. 4.5V@ 25°C #3/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/23. 4.5V@ 25°C #3/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/23. 4.5V@ 25°C #3/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/23. 4.5V@ 25°C #3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/23. 4.5V@ 25°C #3/1. CYC 1-50_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/23. 4.5V@ 25°C #3/2. CYC 51-100_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/23. 4.5V@ 25°C #3/3. CYC 101-130_4.5V @25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,23,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/23. CYCLE_after_SOH80_4.5V@ 25°C #3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,24,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/24. 4.5V@ 25°C #4/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/24. 4.5V@ 25°C #4/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/24. 4.5V@ 25°C #4/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/24. 4.5V@ 25°C #4/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/24. 4.5V@ 25°C #4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/24. 4.5V@ 25°C #4/1. CYC1-50_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/24. 4.5V@ 25°C #4/2. CYC51-100_4.5V @25°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/24. 4.5V@ 25°C #4/3. CYC101-120_4.5V @25°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,24,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/24. CYCLE_after_SOH80_4.5V@ 25°C #4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
用户风险接受的候选数据审计,25,soh100_to_80,NOT_VERIFIABLE: no authoritative per-cell SOH80 capacity-reference field in raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present inside tester files; RPT filename index is not a physical aging-cycle field,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/0.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/2.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/3.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/4.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/5.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/6.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/RPT Data/25. 45°C #1/7.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/0.033C RPT Data/25. 45°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/25. 45°C #1/1. CYC1-50_0.5C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/25. 45°C #1/2. CYC51-100_0.5C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/25. 45°C #1/3. CYC101-150_0.5C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/25. 45°C #1/4. CYC151-200_0.5C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/25. 45°C #1/5. CYC201-250_0.5C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/25. 45°C #1/6. CYC251-350 0.5C @45°C.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/Cycle Data/25. 45°C #1/7. CYC351-450 0.5C @45°C.csv,No observed/right/left label may be emitted; RPT-to-physical-cycle alignment and threshold reference are unproven.,Provide authoritative protocol evidence binding each RPT to physical aging cycle and defining SOH80 reference/capacity step.
用户风险接受的候选数据审计,25,soh80_to_60,NOT_VERIFIABLE: no authoritative SOH60 capacity-reference/standardized checkpoint field in After-SOH80 raw CSV headers,Capacity(Ah)|Capa. Sum(Ah)|Char. Cap.(Ah)|Dischar. Cap.(Ah),CurCycle|TotCycle present; stage-relative physical meaning is not accompanied by threshold-reference provenance,,,invalid_protocol,NOT_VERIFIABLE,/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/After SOH80 Data/25. CYCLE_after_SOH80_45°C #1.csv|/Users/wanghaoming/Public/SOC电池数据中心/SOC电池数据中心/Battery raw data/2nd_lifetime.xlsx,No observed/right/left label may be emitted; continuous cycle capacity cannot substitute for the defined SOH60 checkpoint without protocol evidence.,Provide authoritative second-stage protocol and exact capacity-reference/checkpoint mapping; then re-audit adjacent above/below observations.
